000817979,14788,ACCT324,3,A
000361136,14788,ACCT324,3,C
000922422,14788,ACCT324,3,B
000896976,14788,ACCT324,0,W
000860200,14788,ACCT324,3,B
000031123,14788,ACCT324,0,W
000750483,14788,ACCT324,0,W
000148897,14788,ACCT324,3,B
000133867,14788,ACCT324,0,W
000762449,14788,ACCT324,3,A
000217443,14788,ACCT324,0,W
000224410,14788,ACCT324,3,B
000789049,14788,ACCT324,3,C
000928434,14788,ACCT324,3,C
000725985,14788,ACCT324,3,B
000675095,14788,ACCT324,3,A
000409443,14788,ACCT324,3,A
000093815,14788,ACCT324,3,D
000052305,14788,ACCT324,0,W
000456697,14788,ACCT324,3,B
000148056,14788,ACCT324,3,B
000798972,14788,ACCT324,3,A
000358448,14788,ACCT324,3,C
000652287,14788,ACCT324,3,F
000911162,14788,ACCT324,0,
000361990,14084,AGRB382,3,A
000590529,14084,AGRB382,3,A
000171425,14084,AGRB382,3,A
000665831,14084,AGRB382,3,B
000768345,14084,AGRB382,3,A
000132577,14084,AGRB382,3,A
000395425,14084,AGRB382,3,C
000412579,14084,AGRB382,3,A
000412154,14084,AGRB382,0,
000344189,14084,AGRB382,3,A
000849427,14084,AGRB382,3,C
000354438,14084,AGRB382,3,B
000019820,14084,AGRB382,0,W
000534577,14084,AGRB382,3,A
000988235,14084,AGRB382,3,A
000002245,14084,AGRB382,3,A
000505001,14064,ANSC360,0,
000272781,14064,ANSC360,0,
000576907,14064,ANSC360,0,
000968890,14064,ANSC360,0,
000610977,14064,ANSC360,0,
000712718,14064,ANSC360,0,
000768908,14534,ART106,3,B
000828464,14534,ART106,3,B
000115309,14534,ART106,3,B
000895779,14534,ART106,3,C
000843104,14534,ART106,3,C
000866525,14534,ART106,0,
000440967,14534,ART106,3,B
000761896,14534,ART106,3,B
000170471,14534,ART106,3,B
000002778,14534,ART106,0,
000048782,14534,ART106,3,B
000873700,14534,ART106,3,B
000719569,14534,ART106,3,A
000608726,14534,ART106,3,B
000545361,14534,ART106,3,B
000858459,14534,ART106,3,A
000278461,14534,ART106,3,B
000972328,14534,ART106,3,A
000984019,14534,ART106,0,
000327761,14534,ART106,3,A
000080400,14534,ART106,3,C
000064497,14534,ART106,3,B
000855272,14550,ART361,3,A
000925444,14550,ART361,3,A
000028766,14550,ART361,3,A
000630022,14550,ART361,3,A
000791597,14550,ART361,3,A
000122556,14550,ART361,0,W
000014750,14550,ART361,3,A
000301674,14550,ART361,3,A
000992072,14550,ART361,3,A
000107060,14550,ART361,3,A
000974549,14550,ART361,3,A
000167163,14550,ART361,3,A
000523050,14550,ART361,3,A
000934422,15348,ART490,3,A
000081362,14912,BHEB472,3,A
000369817,14912,BHEB472,3,A
000056386,14912,BHEB472,3,A
000193424,14912,BHEB472,3,B
000275255,14912,BHEB472,3,A
000225844,14921,BIBL103,3,A
000201007,14921,BIBL103,0,
000891044,14921,BIBL103,3,B
000101902,14921,BIBL103,3,B
000623635,14921,BIBL103,3,B
000163174,14921,BIBL103,3,C
000095746,14921,BIBL103,3,B
000769123,14921,BIBL103,3,D
000839957,14921,BIBL103,0,
000688054,14921,BIBL103,0,
000836709,14921,BIBL103,3,A
000453021,14921,BIBL103,3,C
000108608,14921,BIBL103,3,C
000732745,14921,BIBL103,3,A
000290495,14921,BIBL103,3,B
000997514,14921,BIBL103,3,C
000155185,14921,BIBL103,0,
000491258,14921,BIBL103,3,B
000980905,14921,BIBL103,3,A
000016495,14921,BIBL103,3,D
000206198,14921,BIBL103,3,F
000047589,14921,BIBL103,3,C
000501522,14921,BIBL103,3,B
000308193,14921,BIBL103,3,C
000165725,14921,BIBL103,3,B
000776125,14921,BIBL103,3,C
000971767,14921,BIBL103,3,B
000025098,14921,BIBL103,3,C
000118276,14921,BIBL103,3,C
000642303,14921,BIBL103,0,
000994574,14921,BIBL103,3,C
000932340,14921,BIBL103,0,
000736692,14921,BIBL103,3,F
000055679,14942,BIBL211,3,B
000019319,14942,BIBL211,3,A
000443999,14942,BIBL211,3,A
000532765,14942,BIBL211,3,A
000692097,14942,BIBL211,3,C
000386311,14942,BIBL211,3,B
000013934,14942,BIBL211,3,B
000467766,14942,BIBL211,3,B
000562299,14942,BIBL211,3,C
000155185,14942,BIBL211,3,C
000515703,14942,BIBL211,3,C
000193317,14942,BIBL211,3,B
000941081,14942,BIBL211,3,A
000768144,14942,BIBL211,3,B
000914296,14942,BIBL211,3,B
000124845,14942,BIBL211,3,B
000098254,14942,BIBL211,3,C
000935460,14942,BIBL211,3,B
000852617,14942,BIBL211,3,B
000650785,14942,BIBL211,3,D
000352749,14942,BIBL211,3,C
000720119,14942,BIBL211,3,B
000670776,14942,BIBL211,3,B
000309252,14942,BIBL211,3,A
000747552,14942,BIBL211,3,B
000252631,14942,BIBL211,3,C
000488273,14942,BIBL211,3,A
000205931,14942,BIBL211,3,B
000553114,14942,BIBL211,3,B
000435747,14942,BIBL211,3,A
000186435,14942,BIBL211,3,B
000797904,14942,BIBL211,3,F
000510740,14942,BIBL211,3,B
000906061,14942,BIBL211,3,B
000995893,14942,BIBL211,3,A
000645826,14942,BIBL211,3,A
000083529,14942,BIBL211,3,B
000063485,14942,BIBL211,3,B
000075959,14942,BIBL211,3,B
000230884,14942,BIBL211,3,A
000298655,15212,BIBL699,3,IP
000486199,15212,BIBL699,3,IP
000590631,15212,BIBL699,3,IP
000529996,15178,BIBM740,3,A
000226855,15178,BIBM740,3,A
000446971,15178,BIBM740,3,A
000930867,15178,BIBM740,3,A
000028739,15178,BIBM740,3,A
000641206,15178,BIBM740,3,A
000546692,15178,BIBM740,3,A
000337022,15029,BMIS458,3,B
000999173,15029,BMIS458,3,A
000333684,15029,BMIS458,3,A
000971486,15029,BMIS458,3,A
000099654,15029,BMIS458,3,A
000748014,15029,BMIS458,3,B
000378392,15029,BMIS458,3,A
000532228,15029,BMIS458,3,B
000653168,15029,BMIS458,3,A
000943939,15029,BMIS458,3,C
000252844,15029,BMIS458,3,B
000491747,15029,BMIS458,3,B
000269924,15029,BMIS458,3,A
000256141,15029,BMIS458,3,A
000663631,15029,BMIS458,3,B
000491451,15029,BMIS458,3,C
000215685,15029,BMIS458,3,F
000566203,14726,COMP235,3,A
000380148,14726,COMP235,3,A
000466892,14726,COMP235,3,A
000200627,14726,COMP235,3,A
000712175,14726,COMP235,3,B
000155185,14726,COMP235,3,C
000114631,14726,COMP235,3,B
000245538,14726,COMP235,3,A
000559328,14726,COMP235,3,A
000585997,14726,COMP235,3,A
000292136,14726,COMP235,3,C
000930387,14726,COMP235,3,A
000302106,14726,COMP235,3,C
000376608,14726,COMP235,3,B
000687187,14726,COMP235,3,A
000472398,14726,COMP235,3,C
000229964,14726,COMP235,3,A
000463342,14726,COMP235,3,A
000477266,14726,COMP235,3,B
000647112,14726,COMP235,3,A
000552802,14726,COMP235,3,C
000575675,14726,COMP235,3,B
000991059,14726,COMP235,3,B
000227137,14726,COMP235,3,B
